id,from_asset,to_asset,milestone_year,rep_period,capacity_coefficient,conversion_coefficient,time_block_start,time_block_end,solution
6912,NL_electrolyzer,NL_H_Demand,2050,2,1.0,1.0,10,10,16.00456621
6913,NL_electrolyzer,NL_H_Demand,2050,2,1.0,1.0,11,11,16.00456621
6914,NL_electrolyzer,NL_H_Demand,2050,2,1.0,1.0,12,12,16.00456621
6915,NL_electrolyzer,NL_H_Demand,2050,2,1.0,1.0,13,13,16.00456621
6916,NL_electrolyzer,NL_H_Demand,2050,2,1.0,1.0,14,14,16.00456621
6917,NL_electrolyzer,NL_H_Demand,2050,2,1.0,1.0,15,15,16.00456621
6918,NL_electrolyzer,NL_H_Demand,2050,2,1.0,1.0,16,16,16.00456621
6919,NL_electrolyzer,NL_H_Demand,2050,2,1.0,1.0,17,17,16.00456621
6920,NL_electrolyzer,NL_H_Demand,2050,2,1.0,1.0,18,18,16.00456621
6921,NL_electrolyzer,NL_H_Demand,2050,2,1.0,1.0,19,19,16.00456621
6922,NL_electrolyzer,NL_H_Demand,2050,2,1.0,1.0,20,20,16.00456621
6923,NL_electrolyzer,NL_H_Demand,2050,2,1.0,1.0,21,21,16.00456621
6924,NL_electrolyzer,NL_H_Demand,2050,2,1.0,1.0,22,22,16.00456621
6925,NL_electrolyzer,NL_H_Demand,2050,2,1.0,1.0,23,23,16.00456621
6926,NL_electrolyzer,NL_H_Demand,2050,2,1.0,1.0,24,24,16.00456621
6927,NO_E_Demand,UK_E_Demand,2050,2,1.0,1.0,1,1,3.4
6928,NO_E_Demand,UK_E_Demand,2050,2,1.0,1.0,2,2,3.4
6929,NO_E_Demand,UK_E_Demand,2050,2,1.0,1.0,3,3,3.4
6930,NO_E_Demand,UK_E_Demand,2050,2,1.0,1.0,4,4,3.4
6931,NO_E_Demand,UK_E_Demand,2050,2,1.0,1.0,5,5,3.4
6932,NO_E_Demand,UK_E_Demand,2050,2,1.0,1.0,6,6,3.4
6933,NO_E_Demand,UK_E_Demand,2050,2,1.0,1.0,7,7,3.4
6934,NO_E_Demand,UK_E_Demand,2050,2,1.0,1.0,8,8,3.4
6935,NO_E_Demand,UK_E_Demand,2050,2,1.0,1.0,9,9,3.4
6936,NO_E_Demand,UK_E_Demand,2050,2,1.0,1.0,10,10,2.5719193801963014
6937,NO_E_Demand,UK_E_Demand,2050,2,1.0,1.0,11,11,-1.0650251944485092
6938,NO_E_Demand,UK_E_Demand,2050,2,1.0,1.0,12,12,-0.3270608246553781
6939,NO_E_Demand,UK_E_Demand,2050,2,1.0,1.0,13,13,0.14944926457307162
6940,NO_E_Demand,UK_E_Demand,2050,2,1.0,1.0,14,14,0.20425705585410903
6941,NO_E_Demand,UK_E_Demand,2050,2,1.0,1.0,15,15,-3.4
6942,NO_E_Demand,UK_E_Demand,2050,2,1.0,1.0,16,16,-3.4
6943,NO_E_Demand,UK_E_Demand,2050,2,1.0,1.0,17,17,-3.4
6944,NO_E_Demand,UK_E_Demand,2050,2,1.0,1.0,18,18,3.4
6945,NO_E_Demand,UK_E_Demand,2050,2,1.0,1.0,19,19,3.4
6946,NO_E_Demand,UK_E_Demand,2050,2,1.0,1.0,20,20,3.4
6947,NO_E_Demand,UK_E_Demand,2050,2,1.0,1.0,21,21,3.4
6948,NO_E_Demand,UK_E_Demand,2050,2,1.0,1.0,22,22,3.4
6949,NO_E_Demand,UK_E_Demand,2050,2,1.0,1.0,23,23,3.4
6950,NO_E_Demand,UK_E_Demand,2050,2,1.0,1.0,24,24,3.4
6951,NO_E_ENS,NO_E_Demand,2050,2,1.0,1.0,1,1,0.0
6952,NO_E_ENS,NO_E_Demand,2050,2,1.0,1.0,2,2,0.0
6953,NO_E_ENS,NO_E_Demand,2050,2,1.0,1.0,3,3,0.0
6954,NO_E_ENS,NO_E_Demand,2050,2,1.0,1.0,4,4,0.0
6955,NO_E_ENS,NO_E_Demand,2050,2,1.0,1.0,5,5,0.0
6956,NO_E_ENS,NO_E_Demand,2050,2,1.0,1.0,6,6,0.0
6957,NO_E_ENS,NO_E_Demand,2050,2,1.0,1.0,7,7,0.0
6958,NO_E_ENS,NO_E_Demand,2050,2,1.0,1.0,8,8,0.0
6959,NO_E_ENS,NO_E_Demand,2050,2,1.0,1.0,9,9,0.0
6960,NO_E_ENS,NO_E_Demand,2050,2,1.0,1.0,10,10,0.0
6961,NO_E_ENS,NO_E_Demand,2050,2,1.0,1.0,11,11,0.0
6962,NO_E_ENS,NO_E_Demand,2050,2,1.0,1.0,12,12,0.0
6963,NO_E_ENS,NO_E_Demand,2050,2,1.0,1.0,13,13,0.0
6964,NO_E_ENS,NO_E_Demand,2050,2,1.0,1.0,14,14,0.0
6965,NO_E_ENS,NO_E_Demand,2050,2,1.0,1.0,15,15,0.0
6966,NO_E_ENS,NO_E_Demand,2050,2,1.0,1.0,16,16,0.0
6967,NO_E_ENS,NO_E_Demand,2050,2,1.0,1.0,17,17,0.0
6968,NO_E_ENS,NO_E_Demand,2050,2,1.0,1.0,18,18,0.0
6969,NO_E_ENS,NO_E_Demand,2050,2,1.0,1.0,19,19,0.0
6970,NO_E_ENS,NO_E_Demand,2050,2,1.0,1.0,20,20,0.0
6971,NO_E_ENS,NO_E_Demand,2050,2,1.0,1.0,21,21,0.0
6972,NO_E_ENS,NO_E_Demand,2050,2,1.0,1.0,22,22,0.0
6973,NO_E_ENS,NO_E_Demand,2050,2,1.0,1.0,23,23,0.0
6974,NO_E_ENS,NO_E_Demand,2050,2,1.0,1.0,24,24,0.0
6975,NO_Hydro_Reservoir,NO_E_Demand,2050,2,1.0,1.0,1,1,15.085697235097824
6976,NO_Hydro_Reservoir,NO_E_Demand,2050,2,1.0,1.0,2,2,15.29946797439359
6977,NO_Hydro_Reservoir,NO_E_Demand,2050,2,1.0,1.0,3,3,17.184296332129875
6978,NO_Hydro_Reservoir,NO_E_Demand,2050,2,1.0,1.0,4,4,16.265730287428802
6979,NO_Hydro_Reservoir,NO_E_Demand,2050,2,1.0,1.0,5,5,17.144962415070623
6980,NO_Hydro_Reservoir,NO_E_Demand,2050,2,1.0,1.0,6,6,18.32253142967007
6981,NO_Hydro_Reservoir,NO_E_Demand,2050,2,1.0,1.0,7,7,19.059287117167017
6982,NO_Hydro_Reservoir,NO_E_Demand,2050,2,1.0,1.0,8,8,19.25903716109735
6983,NO_Hydro_Reservoir,NO_E_Demand,2050,2,1.0,1.0,9,9,20.295552729805788
6984,NO_Hydro_Reservoir,NO_E_Demand,2050,2,1.0,1.0,10,10,3.1029944451851117
6985,NO_Hydro_Reservoir,NO_E_Demand,2050,2,1.0,1.0,11,11,0.0
6986,NO_Hydro_Reservoir,NO_E_Demand,2050,2,1.0,1.0,12,12,0.0
6987,NO_Hydro_Reservoir,NO_E_Demand,2050,2,1.0,1.0,13,13,0.0
6988,NO_Hydro_Reservoir,NO_E_Demand,2050,2,1.0,1.0,14,14,0.0
6989,NO_Hydro_Reservoir,NO_E_Demand,2050,2,1.0,1.0,15,15,0.0
6990,NO_Hydro_Reservoir,NO_E_Demand,2050,2,1.0,1.0,16,16,0.0
6991,NO_Hydro_Reservoir,NO_E_Demand,2050,2,1.0,1.0,17,17,0.0
6992,NO_Hydro_Reservoir,NO_E_Demand,2050,2,1.0,1.0,18,18,25.742853597518355
6993,NO_Hydro_Reservoir,NO_E_Demand,2050,2,1.0,1.0,19,19,25.83545125562987
6994,NO_Hydro_Reservoir,NO_E_Demand,2050,2,1.0,1.0,20,20,25.855697065525845
6995,NO_Hydro_Reservoir,NO_E_Demand,2050,2,1.0,1.0,21,21,17.709121046561982
6996,NO_Hydro_Reservoir,NO_E_Demand,2050,2,1.0,1.0,22,22,16.94462143921862
6997,NO_Hydro_Reservoir,NO_E_Demand,2050,2,1.0,1.0,23,23,17.641540518162905
6998,NO_Hydro_Reservoir,NO_E_Demand,2050,2,1.0,1.0,24,24,14.99499701576971
6999,NO_Pump_Hydro_Open,NO_E_Demand,2050,2,1.0,1.0,1,1,0.76
7000,NO_Pump_Hydro_Open,NO_E_Demand,2050,2,1.0,1.0,2,2,0.76
7001,NO_Pump_Hydro_Open,NO_E_Demand,2050,2,1.0,1.0,3,3,0.0
7002,NO_Pump_Hydro_Open,NO_E_Demand,2050,2,1.0,1.0,4,4,0.76
7003,NO_Pump_Hydro_Open,NO_E_Demand,2050,2,1.0,1.0,5,5,0.76
7004,NO_Pump_Hydro_Open,NO_E_Demand,2050,2,1.0,1.0,6,6,0.76
7005,NO_Pump_Hydro_Open,NO_E_Demand,2050,2,1.0,1.0,7,7,0.76
7006,NO_Pump_Hydro_Open,NO_E_Demand,2050,2,1.0,1.0,8,8,0.0
7007,NO_Pump_Hydro_Open,NO_E_Demand,2050,2,1.0,1.0,9,9,0.76
7008,NO_Pump_Hydro_Open,NO_E_Demand,2050,2,1.0,1.0,10,10,0.76
7009,NO_Pump_Hydro_Open,NO_E_Demand,2050,2,1.0,1.0,11,11,0.0
7010,NO_Pump_Hydro_Open,NO_E_Demand,2050,2,1.0,1.0,12,12,0.0
7011,NO_Pump_Hydro_Open,NO_E_Demand,2050,2,1.0,1.0,13,13,0.0
7012,NO_Pump_Hydro_Open,NO_E_Demand,2050,2,1.0,1.0,14,14,0.0
7013,NO_Pump_Hydro_Open,NO_E_Demand,2050,2,1.0,1.0,15,15,0.0
7014,NO_Pump_Hydro_Open,NO_E_Demand,2050,2,1.0,1.0,16,16,0.0
7015,NO_Pump_Hydro_Open,NO_E_Demand,2050,2,1.0,1.0,17,17,0.0
7016,NO_Pump_Hydro_Open,NO_E_Demand,2050,2,1.0,1.0,18,18,0.0
7017,NO_Pump_Hydro_Open,NO_E_Demand,2050,2,1.0,1.0,19,19,0.76
7018,NO_Pump_Hydro_Open,NO_E_Demand,2050,2,1.0,1.0,20,20,0.76
7019,NO_Pump_Hydro_Open,NO_E_Demand,2050,2,1.0,1.0,21,21,0.76
7020,NO_Pump_Hydro_Open,NO_E_Demand,2050,2,1.0,1.0,22,22,0.76
7021,NO_Pump_Hydro_Open,NO_E_Demand,2050,2,1.0,1.0,23,23,0.0
7022,NO_Pump_Hydro_Open,NO_E_Demand,2050,2,1.0,1.0,24,24,0.76
7023,NO_Solar,NO_E_Demand,2050,2,1.0,1.0,1,1,0.0002663806871641791
7024,NO_Solar,NO_E_Demand,2050,2,1.0,1.0,2,2,0.0016016810529850742
7025,NO_Solar,NO_E_Demand,2050,2,1.0,1.0,3,3,0.006645958150746267
7026,NO_Solar,NO_E_Demand,2050,2,1.0,1.0,4,4,0.017726816430895527
7027,NO_Solar,NO_E_Demand,2050,2,1.0,1.0,5,5,0.045765623841492534
7028,NO_Solar,NO_E_Demand,2050,2,1.0,1.0,6,6,0.12812513423865676
7029,NO_Solar,NO_E_Demand,2050,2,1.0,1.0,7,7,0.3512115254847761
7030,NO_Solar,NO_E_Demand,2050,2,1.0,1.0,8,8,0.929233854248955
7031,NO_Solar,NO_E_Demand,2050,2,1.0,1.0,9,9,1.787738374971044
7032,NO_Solar,NO_E_Demand,2050,2,1.0,1.0,10,10,2.6994481488210442
7033,NO_Solar,NO_E_Demand,2050,2,1.0,1.0,11,11,3.5009909755992528
7034,NO_Solar,NO_E_Demand,2050,2,1.0,1.0,12,12,4.054080618005821
7035,NO_Solar,NO_E_Demand,2050,2,1.0,1.0,13,13,4.260359010571793
7036,NO_Solar,NO_E_Demand,2050,2,1.0,1.0,14,14,4.102843844428207
7037,NO_Solar,NO_E_Demand,2050,2,1.0,1.0,15,15,3.619053587159104
7038,NO_Solar,NO_E_Demand,2050,2,1.0,1.0,16,16,2.8911745772825377
7039,NO_Solar,NO_E_Demand,2050,2,1.0,1.0,17,17,2.0331651296811937
7040,NO_Solar,NO_E_Demand,2050,2,1.0,1.0,18,18,1.1933112740686564
7041,NO_Solar,NO_E_Demand,2050,2,1.0,1.0,19,19,0.5230198900034331
7042,NO_Solar,NO_E_Demand,2050,2,1.0,1.0,20,20,0.1671453831232835
7043,NO_Solar,NO_E_Demand,2050,2,1.0,1.0,21,21,0.05652521182880596
7044,NO_Solar,NO_E_Demand,2050,2,1.0,1.0,22,22,0.010810786261791043
7045,NO_Solar,NO_E_Demand,2050,2,1.0,1.0,23,23,0.0013999314076119402
7046,NO_Solar,NO_E_Demand,2050,2,1.0,1.0,24,24,0.00015210998641791045
7047,NO_Wind_Offshore,NO_E_Demand,2050,2,1.0,1.0,1,1,4.179986816037597
7048,NO_Wind_Offshore,NO_E_Demand,2050,2,1.0,1.0,2,2,4.145934942654829
7049,NO_Wind_Offshore,NO_E_Demand,2050,2,1.0,1.0,3,3,4.113320200029276
7050,NO_Wind_Offshore,NO_E_Demand,2050,2,1.0,1.0,4,4,4.074191004834007
7051,NO_Wind_Offshore,NO_E_Demand,2050,2,1.0,1.0,5,5,4.050070136526775
7052,NO_Wind_Offshore,NO_E_Demand,2050,2,1.0,1.0,6,6,4.032102201156984
7053,NO_Wind_Offshore,NO_E_Demand,2050,2,1.0,1.0,7,7,4.0310036713274995
7054,NO_Wind_Offshore,NO_E_Demand,2050,2,1.0,1.0,8,8,4.0471899794848305
7055,NO_Wind_Offshore,NO_E_Demand,2050,2,1.0,1.0,9,9,4.080390877590217
7056,NO_Wind_Offshore,NO_E_Demand,2050,2,1.0,1.0,10,10,4.114906179995665
7057,NO_Wind_Offshore,NO_E_Demand,2050,2,1.0,1.0,11,11,4.0930133480127235
7058,NO_Wind_Offshore,NO_E_Demand,2050,2,1.0,1.0,12,12,4.167359200269529
7059,NO_Wind_Offshore,NO_E_Demand,2050,2,1.0,1.0,13,13,4.21826813466868
7060,NO_Wind_Offshore,NO_E_Demand,2050,2,1.0,1.0,14,14,4.257832752959667
7061,NO_Wind_Offshore,NO_E_Demand,2050,2,1.0,1.0,15,15,4.27991308010256
7062,NO_Wind_Offshore,NO_E_Demand,2050,2,1.0,1.0,16,16,4.290816256856185
7063,NO_Wind_Offshore,NO_E_Demand,2050,2,1.0,1.0,17,17,4.306697245188925
7064,NO_Wind_Offshore,NO_E_Demand,2050,2,1.0,1.0,18,18,4.324189816694896
7065,NO_Wind_Offshore,NO_E_Demand,2050,2,1.0,1.0,19,19,4.36024063459532
7066,NO_Wind_Offshore,NO_E_Demand,2050,2,1.0,1.0,20,20,4.3997553749909715
7067,NO_Wind_Offshore,NO_E_Demand,2050,2,1.0,1.0,21,21,4.441562095332327
7068,NO_Wind_Offshore,NO_E_Demand,2050,2,1.0,1.0,22,22,4.471978498773247
7069,NO_Wind_Offshore,NO_E_Demand,2050,2,1.0,1.0,23,23,4.504798358188873
7070,NO_Wind_Offshore,NO_E_Demand,2050,2,1.0,1.0,24,24,4.5351826815155505
7071,NO_Wind_Onshore,NO_E_Demand,2050,2,1.0,1.0,1,1,3.1341219016760613
7072,NO_Wind_Onshore,NO_E_Demand,2050,2,1.0,1.0,2,2,3.0844970363457307
7073,NO_Wind_Onshore,NO_E_Demand,2050,2,1.0,1.0,3,3,3.04485516486591
7074,NO_Wind_Onshore,NO_E_Demand,2050,2,1.0,1.0,4,4,3.0051242080136427
7075,NO_Wind_Onshore,NO_E_Demand,2050,2,1.0,1.0,5,5,2.966194296213761
7076,NO_Wind_Onshore,NO_E_Demand,2050,2,1.0,1.0,6,6,2.924586668787494
7077,NO_Wind_Onshore,NO_E_Demand,2050,2,1.0,1.0,7,7,2.8847519850413716
7078,NO_Wind_Onshore,NO_E_Demand,2050,2,1.0,1.0,8,8,2.845678418739942
7079,NO_Wind_Onshore,NO_E_Demand,2050,2,1.0,1.0,9,9,2.8236440882300595
7080,NO_Wind_Onshore,NO_E_Demand,2050,2,1.0,1.0,10,10,2.8397160575498503
7081,NO_Wind_Onshore,NO_E_Demand,2050,2,1.0,1.0,11,11,2.8858956307505377
7082,NO_Wind_Onshore,NO_E_Demand,2050,2,1.0,1.0,12,12,2.8649669883234608
7083,NO_Wind_Onshore,NO_E_Demand,2050,2,1.0,1.0,13,13,2.96200903300048
7084,NO_Wind_Onshore,NO_E_Demand,2050,2,1.0,1.0,14,14,3.0524291276182396
7085,NO_Wind_Onshore,NO_E_Demand,2050,2,1.0,1.0,15,15,3.127328682963133
7086,NO_Wind_Onshore,NO_E_Demand,2050,2,1.0,1.0,16,16,3.1749843238363873
7087,NO_Wind_Onshore,NO_E_Demand,2050,2,1.0,1.0,17,17,3.2038630242125374
7088,NO_Wind_Onshore,NO_E_Demand,2050,2,1.0,1.0,18,18,3.2095717656382385
7089,NO_Wind_Onshore,NO_E_Demand,2050,2,1.0,1.0,19,19,3.213624146388806
7090,NO_Wind_Onshore,NO_E_Demand,2050,2,1.0,1.0,20,20,3.217038914994536
7091,NO_Wind_Onshore,NO_E_Demand,2050,2,1.0,1.0,21,21,3.221965306167851
7092,NO_Wind_Onshore,NO_E_Demand,2050,2,1.0,1.0,22,22,3.220554756948626
7093,NO_Wind_Onshore,NO_E_Demand,2050,2,1.0,1.0,23,23,3.204754555455582
7094,NO_Wind_Onshore,NO_E_Demand,2050,2,1.0,1.0,24,24,3.2362612431867777
7095,NO_electrolyzer,NO_H_Demand,2050,2,1.0,1.0,1,1,9.032895165
7096,NO_electrolyzer,NO_H_Demand,2050,2,1.0,1.0,2,2,9.032895165
7097,NO_electrolyzer,NO_H_Demand,2050,2,1.0,1.0,3,3,9.032895165
7098,NO_electrolyzer,NO_H_Demand,2050,2,1.0,1.0,4,4,9.032895165
7099,NO_electrolyzer,NO_H_Demand,2050,2,1.0,1.0,5,5,9.032895165
7100,NO_electrolyzer,NO_H_Demand,2050,2,1.0,1.0,6,6,9.032895165
7101,NO_electrolyzer,NO_H_Demand,2050,2,1.0,1.0,7,7,9.032895165
7102,NO_electrolyzer,NO_H_Demand,2050,2,1.0,1.0,8,8,9.032895165
7103,NO_electrolyzer,NO_H_Demand,2050,2,1.0,1.0,9,9,9.032895165
7104,NO_electrolyzer,NO_H_Demand,2050,2,1.0,1.0,10,10,9.032895165
7105,NO_electrolyzer,NO_H_Demand,2050,2,1.0,1.0,11,11,9.032895165
7106,NO_electrolyzer,NO_H_Demand,2050,2,1.0,1.0,12,12,9.032895165
7107,NO_electrolyzer,NO_H_Demand,2050,2,1.0,1.0,13,13,9.032895165
7108,NO_electrolyzer,NO_H_Demand,2050,2,1.0,1.0,14,14,9.032895165
7109,NO_electrolyzer,NO_H_Demand,2050,2,1.0,1.0,15,15,9.032895165
7110,NO_electrolyzer,NO_H_Demand,2050,2,1.0,1.0,16,16,9.032895165
7111,NO_electrolyzer,NO_H_Demand,2050,2,1.0,1.0,17,17,9.032895165
7112,NO_electrolyzer,NO_H_Demand,2050,2,1.0,1.0,18,18,9.032895165
7113,NO_electrolyzer,NO_H_Demand,2050,2,1.0,1.0,19,19,9.032895165
7114,NO_electrolyzer,NO_H_Demand,2050,2,1.0,1.0,20,20,9.032895165
7115,NO_electrolyzer,NO_H_Demand,2050,2,1.0,1.0,21,21,9.032895165
7116,NO_electrolyzer,NO_H_Demand,2050,2,1.0,1.0,22,22,9.032895165
7117,NO_electrolyzer,NO_H_Demand,2050,2,1.0,1.0,23,23,9.032895165
7118,NO_electrolyzer,NO_H_Demand,2050,2,1.0,1.0,24,24,9.032895165
7119,OBZLL_E_Demand,UK_E_Demand,2050,2,1.0,1.0,1,1,-1.3004800047462681
7120,OBZLL_E_Demand,UK_E_Demand,2050,2,1.0,1.0,2,2,-1.2803358901492543
7121,OBZLL_E_Demand,UK_E_Demand,2050,2,1.0,1.0,3,3,-1.272933068268657
7122,OBZLL_E_Demand,UK_E_Demand,2050,2,1.0,1.0,4,4,-1.2832956154925372
7123,OBZLL_E_Demand,UK_E_Demand,2050,2,1.0,1.0,5,5,-1.3128795040447763
7124,OBZLL_E_Demand,UK_E_Demand,2050,2,1.0,1.0,6,6,-1.312694775537314
7125,OBZLL_E_Demand,UK_E_Demand,2050,2,1.0,1.0,7,7,-1.3058365425820897
7126,OBZLL_E_Demand,UK_E_Demand,2050,2,1.0,1.0,8,8,-1.3550805197014921
7127,OBZLL_E_Demand,UK_E_Demand,2050,2,1.0,1.0,9,9,1.8
7128,OBZLL_E_Demand,UK_E_Demand,2050,2,1.0,1.0,10,10,1.8
7129,OBZLL_E_Demand,UK_E_Demand,2050,2,1.0,1.0,11,11,1.8
7130,OBZLL_E_Demand,UK_E_Demand,2050,2,1.0,1.0,12,12,1.8
7131,OBZLL_E_Demand,UK_E_Demand,2050,2,1.0,1.0,13,13,1.8
7132,OBZLL_E_Demand,UK_E_Demand,2050,2,1.0,1.0,14,14,1.749296341927736
7133,OBZLL_E_Demand,UK_E_Demand,2050,2,1.0,1.0,15,15,-1.2552884566865674
7134,OBZLL_E_Demand,UK_E_Demand,2050,2,1.0,1.0,16,16,1.8
7135,OBZLL_E_Demand,UK_E_Demand,2050,2,1.0,1.0,17,17,1.404754736946419
7136,OBZLL_E_Demand,UK_E_Demand,2050,2,1.0,1.0,18,18,1.8
7137,OBZLL_E_Demand,UK_E_Demand,2050,2,1.0,1.0,19,19,1.8
7138,OBZLL_E_Demand,UK_E_Demand,2050,2,1.0,1.0,20,20,1.8
7139,OBZLL_E_Demand,UK_E_Demand,2050,2,1.0,1.0,21,21,1.8
7140,OBZLL_E_Demand,UK_E_Demand,2050,2,1.0,1.0,22,22,1.8
7141,OBZLL_E_Demand,UK_E_Demand,2050,2,1.0,1.0,23,23,1.8
7142,OBZLL_E_Demand,UK_E_Demand,2050,2,1.0,1.0,24,24,-0.39414537660957727
7143,OBZLL_Wind_Offshore,OBZLL_E_Demand,2050,2,1.0,1.0,1,1,0.6995199952537318
7144,OBZLL_Wind_Offshore,OBZLL_E_Demand,2050,2,1.0,1.0,2,2,0.7196641098507458
7145,OBZLL_Wind_Offshore,OBZLL_E_Demand,2050,2,1.0,1.0,3,3,0.7270669317313428
7146,OBZLL_Wind_Offshore,OBZLL_E_Demand,2050,2,1.0,1.0,4,4,0.7167043845074627
7147,OBZLL_Wind_Offshore,OBZLL_E_Demand,2050,2,1.0,1.0,5,5,0.6871204959552238
7148,OBZLL_Wind_Offshore,OBZLL_E_Demand,2050,2,1.0,1.0,6,6,0.6873052244626862
7149,OBZLL_Wind_Offshore,OBZLL_E_Demand,2050,2,1.0,1.0,7,7,0.6941634574179103
7150,OBZLL_Wind_Offshore,OBZLL_E_Demand,2050,2,1.0,1.0,8,8,0.6449194802985078
7151,OBZLL_Wind_Offshore,OBZLL_E_Demand,2050,2,1.0,1.0,9,9,0.6740440923880596
7152,OBZLL_Wind_Offshore,OBZLL_E_Demand,2050,2,1.0,1.0,10,10,0.6972199911492539
7153,OBZLL_Wind_Offshore,OBZLL_E_Demand,2050,2,1.0,1.0,11,11,0.0
7154,OBZLL_Wind_Offshore,OBZLL_E_Demand,2050,2,1.0,1.0,12,12,0.0
7155,OBZLL_Wind_Offshore,OBZLL_E_Demand,2050,2,1.0,1.0,13,13,0.7220681701940296
7156,OBZLL_Wind_Offshore,OBZLL_E_Demand,2050,2,1.0,1.0,14,14,0.7258251945522387
7157,OBZLL_Wind_Offshore,OBZLL_E_Demand,2050,2,1.0,1.0,15,15,0.7447115433134325
7158,OBZLL_Wind_Offshore,OBZLL_E_Demand,2050,2,1.0,1.0,16,16,0.7734791244477611
7159,OBZLL_Wind_Offshore,OBZLL_E_Demand,2050,2,1.0,1.0,17,17,0.7383149597313429
7160,OBZLL_Wind_Offshore,OBZLL_E_Demand,2050,2,1.0,1.0,18,18,0.7802460359402986
7161,OBZLL_Wind_Offshore,OBZLL_E_Demand,2050,2,1.0,1.0,19,19,0.8153221672388061
7162,OBZLL_Wind_Offshore,OBZLL_E_Demand,2050,2,1.0,1.0,20,20,0.8240105975223883
7163,OBZLL_Wind_Offshore,OBZLL_E_Demand,2050,2,1.0,1.0,21,21,0.8221554071641796
7164,OBZLL_Wind_Offshore,OBZLL_E_Demand,2050,2,1.0,1.0,22,22,0.849107091641791
7165,OBZLL_Wind_Offshore,OBZLL_E_Demand,2050,2,1.0,1.0,23,23,0.8053709598059706
7166,OBZLL_Wind_Offshore,OBZLL_E_Demand,2050,2,1.0,1.0,24,24,0.8337125198059698
7167,OBZLL_electrolyzer,OBZLL_H_Demand,2050,2,1.0,1.0,1,1,-0.0
7168,OBZLL_electrolyzer,OBZLL_H_Demand,2050,2,1.0,1.0,2,2,-0.0
7169,OBZLL_electrolyzer,OBZLL_H_Demand,2050,2,1.0,1.0,3,3,-0.0
7170,OBZLL_electrolyzer,OBZLL_H_Demand,2050,2,1.0,1.0,4,4,-0.0
7171,OBZLL_electrolyzer,OBZLL_H_Demand,2050,2,1.0,1.0,5,5,-0.0
7172,OBZLL_electrolyzer,OBZLL_H_Demand,2050,2,1.0,1.0,6,6,-0.0
7173,OBZLL_electrolyzer,OBZLL_H_Demand,2050,2,1.0,1.0,7,7,-0.0
7174,OBZLL_electrolyzer,OBZLL_H_Demand,2050,2,1.0,1.0,8,8,-0.0
7175,OBZLL_electrolyzer,OBZLL_H_Demand,2050,2,1.0,1.0,9,9,-0.0
7176,OBZLL_electrolyzer,OBZLL_H_Demand,2050,2,1.0,1.0,10,10,-0.0
7177,OBZLL_electrolyzer,OBZLL_H_Demand,2050,2,1.0,1.0,11,11,-0.0
7178,OBZLL_electrolyzer,OBZLL_H_Demand,2050,2,1.0,1.0,12,12,-0.0
7179,OBZLL_electrolyzer,OBZLL_H_Demand,2050,2,1.0,1.0,13,13,-0.0
7180,OBZLL_electrolyzer,OBZLL_H_Demand,2050,2,1.0,1.0,14,14,-0.0
7181,OBZLL_electrolyzer,OBZLL_H_Demand,2050,2,1.0,1.0,15,15,-0.0
7182,OBZLL_electrolyzer,OBZLL_H_Demand,2050,2,1.0,1.0,16,16,-0.0
7183,OBZLL_electrolyzer,OBZLL_H_Demand,2050,2,1.0,1.0,17,17,-0.0
7184,OBZLL_electrolyzer,OBZLL_H_Demand,2050,2,1.0,1.0,18,18,-0.0
7185,OBZLL_electrolyzer,OBZLL_H_Demand,2050,2,1.0,1.0,19,19,-0.0
7186,OBZLL_electrolyzer,OBZLL_H_Demand,2050,2,1.0,1.0,20,20,-0.0
7187,OBZLL_electrolyzer,OBZLL_H_Demand,2050,2,1.0,1.0,21,21,-0.0
7188,OBZLL_electrolyzer,OBZLL_H_Demand,2050,2,1.0,1.0,22,22,-0.0
7189,OBZLL_electrolyzer,OBZLL_H_Demand,2050,2,1.0,1.0,23,23,-0.0
7190,OBZLL_electrolyzer,OBZLL_H_Demand,2050,2,1.0,1.0,24,24,-0.0
7191,PL_Coal,PL_E_Demand,2050,2,1.0,1.0,1,3,0.0
7192,PL_Coal,PL_E_Demand,2050,2,1.0,1.0,4,6,0.0
7193,PL_Coal,PL_E_Demand,2050,2,1.0,1.0,7,9,0.0
7194,PL_Coal,PL_E_Demand,2050,2,1.0,1.0,10,12,0.0
7195,PL_Coal,PL_E_Demand,2050,2,1.0,1.0,13,15,0.0
7196,PL_Coal,PL_E_Demand,2050,2,1.0,1.0,16,18,0.0
7197,PL_Coal,PL_E_Demand,2050,2,1.0,1.0,19,21,0.0
7198,PL_Coal,PL_E_Demand,2050,2,1.0,1.0,22,24,0.0
7199,PL_E_Demand,PL_electrolyzer,2050,2,1.0,1.0,1,3,13.374864717011956
7200,PL_E_Demand,PL_electrolyzer,2050,2,1.0,1.0,4,6,14.94292237
7201,PL_E_Demand,PL_electrolyzer,2050,2,1.0,1.0,7,9,14.94292237
7202,PL_E_Demand,PL_electrolyzer,2050,2,1.0,1.0,10,12,14.94292237
7203,PL_E_Demand,PL_electrolyzer,2050,2,1.0,1.0,13,15,14.94292237
7204,PL_E_Demand,PL_electrolyzer,2050,2,1.0,1.0,16,18,14.94292237
7205,PL_E_Demand,PL_electrolyzer,2050,2,1.0,1.0,19,21,13.493644228993265
