id,asset,year,rep_period,time_block_start,time_block_end,dual_balance_conversion
114,electrolizer,2030,5,18,18,1859.9949911601484
115,electrolizer,2030,5,19,19,1859.9949911601484
116,electrolizer,2030,5,20,20,1859.9949911601484
117,electrolizer,2030,5,21,21,1859.9949911601484
118,electrolizer,2030,5,22,22,1859.9949911601484
119,electrolizer,2030,5,23,23,1859.9949911601484
120,electrolizer,2030,5,24,24,1859.9949911601484
121,electrolizer,2030,6,1,1,89.02947567404739
122,electrolizer,2030,6,2,2,89.02947567404739
123,electrolizer,2030,6,3,3,89.02947567404739
124,electrolizer,2030,6,4,4,89.02947567404739
125,electrolizer,2030,6,5,5,89.02947567404739
126,electrolizer,2030,6,6,6,89.02947567404739
127,electrolizer,2030,6,7,7,89.02947567404739
128,electrolizer,2030,6,8,8,89.02947567404739
129,electrolizer,2030,6,9,9,89.02947567404739
130,electrolizer,2030,6,10,10,89.02947567404739
131,electrolizer,2030,6,11,11,89.02947567404739
132,electrolizer,2030,6,12,12,89.02947567404739
133,electrolizer,2030,6,13,13,890.294756740474
134,electrolizer,2030,6,14,14,890.294756740474
135,electrolizer,2030,6,15,15,890.294756740474
136,electrolizer,2030,6,16,16,890.294756740474
137,electrolizer,2030,6,17,17,890.294756740474
138,electrolizer,2030,6,18,18,890.294756740474
139,electrolizer,2030,6,19,19,890.294756740474
140,electrolizer,2030,6,20,20,2739.368482278381
141,electrolizer,2030,6,21,21,2739.368482278381
142,electrolizer,2030,6,22,22,2739.368482278381
143,electrolizer,2030,6,23,23,2739.368482278381
144,electrolizer,2030,6,24,24,2739.368482278381
145,electrolizer,2030,7,1,1,2067.907200094992
146,electrolizer,2030,7,2,2,2067.907200094992
147,electrolizer,2030,7,3,3,2067.907200094992
148,electrolizer,2030,7,4,4,6362.791384907667
149,electrolizer,2030,7,5,5,2067.907200094992
150,electrolizer,2030,7,6,6,2067.907200094992
151,electrolizer,2030,7,7,7,2067.907200094992
152,electrolizer,2030,7,8,8,2067.907200094992
153,electrolizer,2030,7,9,9,2067.907200094992
154,electrolizer,2030,7,10,10,2067.907200094992
155,electrolizer,2030,7,11,11,2067.907200094992
156,electrolizer,2030,7,12,12,2067.907200094992
157,electrolizer,2030,7,13,13,6362.791384907667
158,electrolizer,2030,7,14,14,2067.907200094992
159,electrolizer,2030,7,15,15,2067.907200094992
160,electrolizer,2030,7,16,16,2895.0700801329886
161,electrolizer,2030,7,17,17,2895.0700801329886
162,electrolizer,2030,7,18,18,7444.465920341971
163,electrolizer,2030,7,19,19,7444.465920341971
164,electrolizer,2030,7,20,20,6362.791384907667
165,electrolizer,2030,7,21,21,2895.0700801329886
166,electrolizer,2030,7,22,22,2067.907200094992
167,electrolizer,2030,7,23,23,2067.907200094992
168,electrolizer,2030,7,24,24,2067.907200094992
169,electrolizer,2030,8,1,1,1513.832538526981
170,electrolizer,2030,8,2,2,1513.832538526981
171,electrolizer,2030,8,3,3,1513.832538526981
172,electrolizer,2030,8,4,4,1513.832538526981
173,electrolizer,2030,8,5,5,2119.3655539377733
174,electrolizer,2030,8,6,6,4657.94627239071
175,electrolizer,2030,8,7,7,4657.94627239071
176,electrolizer,2030,8,8,8,4657.94627239071
177,electrolizer,2030,8,9,9,4657.94627239071
178,electrolizer,2030,8,10,10,4657.94627239071
179,electrolizer,2030,8,11,11,4657.94627239071
180,electrolizer,2030,8,12,12,4657.94627239071
181,electrolizer,2030,8,13,13,4657.94627239071
182,electrolizer,2030,8,14,14,4657.94627239071
183,electrolizer,2030,8,15,15,4657.94627239071
184,electrolizer,2030,8,16,16,2119.3655539377733
185,electrolizer,2030,8,17,17,2119.3655539377733
186,electrolizer,2030,8,18,18,1513.832538526981
187,electrolizer,2030,8,19,19,1513.832538526981
188,electrolizer,2030,8,20,20,1513.832538526981
189,electrolizer,2030,8,21,21,1513.832538526981
190,electrolizer,2030,8,22,22,1513.832538526981
191,electrolizer,2030,8,23,23,1513.832538526981
192,electrolizer,2030,8,24,24,1513.832538526981
193,electrolizer,2030,9,1,1,134.13800684397233
194,electrolizer,2030,9,2,2,1341.3800684397233
195,electrolizer,2030,9,3,3,1341.3800684397233
196,electrolizer,2030,9,4,4,1341.3800684397233
197,electrolizer,2030,9,5,5,1341.3800684397233
198,electrolizer,2030,9,6,6,1341.3800684397233
199,electrolizer,2030,9,7,7,4127.323287506841
200,electrolizer,2030,9,8,8,4127.323287506841
201,electrolizer,2030,9,9,9,1341.3800684397233
202,electrolizer,2030,9,10,10,1341.3800684397233
203,electrolizer,2030,9,11,11,1341.3800684397233
204,electrolizer,2030,9,12,12,1341.3800684397233
205,electrolizer,2030,9,13,13,134.13800684397233
206,electrolizer,2030,9,14,14,134.13800684397233
207,electrolizer,2030,9,15,15,134.13800684397233
208,electrolizer,2030,9,16,16,134.13800684397233
209,electrolizer,2030,9,17,17,134.13800684397233
210,electrolizer,2030,9,18,18,134.13800684397233
211,electrolizer,2030,9,19,19,134.13800684397233
212,electrolizer,2030,9,20,20,134.13800684397233
213,electrolizer,2030,9,21,21,134.13800684397233
214,electrolizer,2030,9,22,22,134.13800684397233
215,electrolizer,2030,9,23,23,134.13800684397233
216,electrolizer,2030,9,24,24,134.13800684397233
217,electrolizer,2030,10,1,1,1211.3755260782411
218,electrolizer,2030,10,2,2,1211.3755260782411
219,electrolizer,2030,10,3,3,1211.3755260782411
220,electrolizer,2030,10,4,4,1211.3755260782411
221,electrolizer,2030,10,5,5,1211.3755260782411
222,electrolizer,2030,10,6,6,1211.3755260782411
223,electrolizer,2030,10,7,7,121.13755260782412
224,electrolizer,2030,10,8,8,121.13755260782412
225,electrolizer,2030,10,9,9,121.13755260782412
226,electrolizer,2030,10,10,10,121.13755260782412
227,electrolizer,2030,10,11,11,121.13755260782412
228,electrolizer,2030,10,12,12,121.13755260782412
229,electrolizer,2030,10,13,13,121.13755260782412
230,electrolizer,2030,10,14,14,121.13755260782412
231,electrolizer,2030,10,15,15,121.13755260782412
232,electrolizer,2030,10,16,16,121.13755260782412
233,electrolizer,2030,10,17,17,1211.3755260782411
234,electrolizer,2030,10,18,18,1211.3755260782411
235,electrolizer,2030,10,19,19,1211.3755260782411
236,electrolizer,2030,10,20,20,1211.3755260782411
237,electrolizer,2030,10,21,21,1211.3755260782411
238,electrolizer,2030,10,22,22,1211.3755260782411
239,electrolizer,2030,10,23,23,1211.3755260782411
240,electrolizer,2030,10,24,24,1211.3755260782411
